timestamp,pos0,pos1
0.0,-3.1313581255206184,1.4033527364172547
0.001200536,-3.1313581255206184,1.4033527364172547
0.001459543,-3.1313581255206184,1.4033527364172547
0.001663133,-3.1313581255206184,1.4033527364172547
0.00186468,-3.1313581255206184,1.4033527364172547
0.002051936,-3.1313581255206184,1.4033527364172547
0.002234233,-3.1313581255206184,1.4033527364172547
0.002453864,-3.1313581255206184,1.4033527364172547
0.00265337,-3.1313581255206184,1.4033527364172547
0.002838001,-3.1313581255206184,1.4033527364172547
0.003015048,-3.1313581255206184,1.4033527364172547
0.003192678,-3.1313581255206184,1.4033527364172547
0.004835101,-3.1313581255206184,1.4033527364172547
0.007046292,-3.1313581255206184,1.4033527364172547
0.008828428,-3.1313581255206184,1.4033527364172547
0.010826695,-3.1313581255206184,1.4033527364172547
0.012773628,-3.1313581255206184,1.4033527364172547
0.014739519,-3.1313581255206184,1.4033527364172547
0.016876332,-3.1313581255206184,1.4033527364172547
0.019115232,-3.1313581255206184,1.4033527364172547
0.020773698,-3.1313581255206184,1.4033527364172547
0.02277984,-3.1313581255206184,1.4033527364172547
0.024986947,-3.1313581255206184,1.4033527364172547
0.026928921,-3.1313581255206184,1.4033527364172547
0.028725058,-3.1313581255206184,1.4033527364172547
0.0307172,-3.1313581255206184,1.4033527364172547
0.032679883,-3.1313581255206184,1.4033527364172547
0.034706151,-3.1313581255206184,1.4033527364172547
0.036934259,-3.1313581255206184,1.4033527364172547
0.038761313,-3.1313581255206184,1.4033527364172547
0.040770955,-3.1313581255206184,1.4033527364172547
0.042789348,-3.1313581255206184,1.4033527364172547
0.044737739,-3.1313581255206184,1.4033527364172547
0.049204163,-3.1313581255206184,1.4033527364172547
0.052579138,-3.1313581255206184,1.4033527364172547
0.053025692,-3.1313581255206184,1.4033527364172547
0.05334041,-3.1313581255206184,1.4033527364172547
0.054773702,-3.1313581255206184,1.4033527364172547
0.056856847,-3.1313581255206184,1.4033527364172547
0.058807863,-3.1313581255206184,1.4033527364172547
0.060838215,-3.1313581255206184,1.4033527364172547
0.062804982,-3.1313581255206184,1.4033527364172547
0.06484,-3.1313581255206184,1.4033527364172547
0.06692402,-3.1313581255206184,1.4033527364172547
0.0687922,-3.1313581255206184,1.4033527364172547
0.070800385,-3.1313581255206184,1.4033527364172547
0.072908613,-3.1313581255206184,1.4033527364172547
0.074903964,-3.1313581255206184,1.4033527364172547
0.076944816,-3.1313581255206184,1.4033527364172547
0.079097963,-3.1313581255206184,1.4033527364172547
0.080772179,-3.1313581255206184,1.4033527364172547
0.082930285,-3.1313581255206184,1.4033527364172547
0.084952178,-3.1313581255206184,1.4033527364172547
0.086855942,-3.1313581255206184,1.4033527364172547
0.088730248,-3.1313581255206184,1.4033527364172547
0.090745141,-3.1313581255206184,1.4033527364172547
0.092742533,-3.1313581255206184,1.4033527364172547
0.094763843,-3.1313581255206184,1.4033527364172547
0.096807028,-3.1313581255206184,1.4033527364172547
0.098818129,-3.1313581255206184,1.4033527364172547
0.100750186,-3.1313581255206184,1.4033527364172547
0.102827206,-3.1313581255206184,1.4033527364172547
0.104786389,-3.1313581255206184,1.4033527364172547
0.107029372,-3.1313581255206184,1.4033527364172547
0.108774465,-3.1313581255206184,1.4033527364172547
0.110715564,-3.1313581255206184,1.4033527364172547
0.112714415,-3.1313581255206184,1.4033527364172547
0.114713557,-3.1313581255206184,1.4033527364172547
0.117079336,-3.1313581255206184,1.4033527364172547
0.118710967,-3.1313581255206184,1.4033527364172547
0.120858572,-3.1313581255206184,1.4033527364172547
0.122787421,-3.1313581255206184,1.4033527364172547
0.124754479,-3.1313581255206184,1.4033527364172547
